"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"445","Patrick Brown","VGK","C","4","0.05","0.0125","0","2400","0.00","0","1200","0.00","0","1200","0.00","0","0","-","0","119.43","0.00","0","1200","0.00","0","1200","0.00","0","0","-","0","0","-","0","0","-","0","1733.33","0.00","0","0","-","-","100.00","1.00","0","0","0","1200","-","0","0","0","-"
"407","Adam Erne","DET","L","45","0.066666666666667","0.0014814814814815","900","1800","33.33","0","1800","0.00","0","1800","0.00","0","0","-","0","99.08","0.00","900","1800","33.33","0","900","0.00","0","0","-","1200","1200","50.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","900","-","0","0","0","-"
"278","Brett Ritchie","CGY","R","32","0.083333333333333","0.0026041666666667","0","720","0.00","0","720","0.00","0","720","0.00","0","0","-","0","37.25","0.00","0","720","0.00","0","0","-","0","0","-","0","960","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","720","-","0","0","0","-"
"507","Jacob Middleton","S.J","D","1","0.16666666666667","0.16666666666667","0","360","0.00","0","360","0.00","0","360","0.00","0","360","0.00","0","33.84","0.00","0","360","0.00","0","360","0.00","0","360","0.00","0","0","-","0","0","-","0","0","-","0","0","-","-","0.00","0.00","0","0","0","360","-","0","0","0","-"
"238","Brendan Gallagher","MTL","R","35","0.83333333333333","0.023809523809524","0","288","0.00","0","288","0.00","0","72","0.00","0","0","-","0","16.84","0.00","0","72","0.00","0","72","0.00","0","0","-","0","0","-","0","0","-","0","312","0.00","0","0","-","-","100.00","1.00","0","0","0","216","-","0","72","0","-"
"729","Sheldon Dries","COL","C","3","0.83333333333333","0.27777777777778","0","288","0.00","0","72","0.00","0","72","0.00","0","0","-","0","3.99","0.00","0","144","0.00","0","0","-","0","0","-","0","192","0.00","0","0","-","0","208","0.00","0","0","-","-","100.00","1.00","0","0","0","72","-","0","0","0","-"
"53","Ryan Reaves","VGK","R","37","0.25","0.0067567567567568","0","240","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","346.67","0.00","0","0","-","-","-","-","0","240","0","240","-","0","240","0","-"
"801","Alexis Lafrenière","NYR","L","56","1.5166666666667","0.027083333333333","0","237.36","0.00","0","197.8","0.00","0","158.24","0.00","0","0","-","0","15.61","0.00","0","197.8","0.00","0","39.56","0.00","0","0","-","0","210.99","0.00","0","0","-","0","57.14","0.00","0","0","-","-","100.00","1.00","0","0","0","197.8","-","0","0","0","-"
"117","Luca Sbisa","NSH","D","1","0.76666666666667","0.76666666666667","0","234.78","0.00","0","234.78","0.00","0","234.78","0.00","0","78.26","0.00","0","31.1","0.00","0","234.78","0.00","0","156.52","0.00","0","0","-","0","104.35","0.00","0","104.35","0.00","0","0","-","0","0","-","-","66.67","0.67","0","0","0","234.78","-","0","0","78.26","0.00"
"186","Anders Lee","NYI","L","27","0.51666666666667","0.019135802469136","232.26","232.26","50.00","232.26","232.26","50.00","0","232.26","0.00","0","116.13","0.00","13.71","45.62","23.11","116.13","0","100.00","116.13","0","100.00","0","0","-","0","0","-","0","0","-","167.74","167.74","50.00","0","0","-","-","50.00","0.50","0","0","0","348.39","-","0","0","0","-"
